fecha,tipo_transporte,num_usuarios,tiempo_viaje_promedio_min,ruta_popular
2020-02-07,Tranvía,2695,57,Ezmeral Valley - Alletra City
2020-02-08,Tranvía,351,34,GreenLake Shores - Apollo Heights
2020-02-09,Metro,1570,41,Apollo Heights - Aruba Central
2020-02-10,Tranvía,1260,25,HPE Innovation Hub - Composable Cloud
2020-02-11,Taxi,5164,29,GreenLake Shores - Apollo Heights
2020-02-12,Taxi,3358,55,HPE Innovation Hub - GreenLake Shores
2020-02-13,Tranvía,1047,21,Nimble Peak - HPE Innovation Hub
2020-02-14,Tranvía,2717,41,ProLiant Village - Apollo Heights
2020-02-15,Coche Compartido,1191,28,HPE Innovation Hub - Composable Cloud
2020-02-16,Coche Compartido,3204,56,Aruba Central - ProLiant Village
2020-02-17,Tranvía,3875,11,Composable Cloud - Alletra City
2020-02-18,Bicicleta,1318,24,Alletra City - Ezmeral Valley
2020-02-19,Autobús,962,47,Alletra City - Simplivity Springs
2020-02-20,Tranvía,630,39,HPE Innovation Hub - Nimble Peak
2020-02-21,Coche Compartido,751,19,HPE Innovation Hub - Nimble Peak
2020-02-22,Taxi,2598,28,ProLiant Village - Composable Cloud
2020-02-23,Taxi,1264,52,ProLiant Village - HPE Innovation Hub
2020-02-24,Metro,966,34,Aruba Central - GreenLake Shores
2020-02-25,Bicicleta,5666,55,Alletra City - Ezmeral Valley
2020-02-26,Metro,924,10,Nimble Peak - Ezmeral Valley
2020-02-27,Coche Compartido,3714,11,ProLiant Village - Aruba Central
2020-02-28,Taxi,2623,52,Nimble Peak - Aruba Central
2020-02-29,Coche Compartido,2225,36,ProLiant Village - Alletra City
2020-03-01,Bicicleta,1691,46,Aruba Central - ProLiant Village
2020-03-02,Coche Compartido,2253,18,ProLiant Village - Apollo Heights
2020-03-03,Autobús,3849,43,Aruba Central - Ezmeral Valley
2020-03-04,Metro,2139,32,ProLiant Village - Ezmeral Valley
2020-03-05,Bicicleta,1461,27,Simplivity Springs - Nimble Peak
2020-03-06,Taxi,2499,19,Alletra City - GreenLake Shores
2020-03-07,Tranvía,1458,13,Aruba Central - GreenLake Shores
2020-03-08,Metro,448,13,Alletra City - Nimble Peak
2020-03-09,Bicicleta,952,54,Aruba Central - Alletra City
2020-03-10,Tranvía,1960,26,ProLiant Village - Ezmeral Valley
2020-03-11,Metro,4226,16,Simplivity Springs - ProLiant Village
2020-03-12,Bicicleta,2873,26,Aruba Central - Apollo Heights
2020-03-13,Taxi,2089,60,Simplivity Springs - Nimble Peak
2020-03-14,Taxi,749,55,Composable Cloud - GreenLake Shores
2020-03-15,Autobús,1957,58,Apollo Heights - Alletra City
2020-03-16,Autobús,4426,45,GreenLake Shores - Nimble Peak
2020-03-17,Taxi,2830,24,Alletra City - Nimble Peak
2020-03-18,Taxi,2008,24,GreenLake Shores - Alletra City
2020-03-19,Coche Compartido,3285,40,Simplivity Springs - GreenLake Shores
2020-03-20,Metro,2961,16,Ezmeral Valley - Alletra City
2020-03-21,Coche Compartido,3181,57,HPE Innovation Hub - Apollo Heights
2020-03-22,Bicicleta,1336,35,Apollo Heights - Aruba Central
2020-03-23,Metro,1362,50,Apollo Heights - Composable Cloud
2020-03-24,Metro,4778,21,HPE Innovation Hub - Composable Cloud
2020-03-25,Autobús,3700,58,Simplivity Springs - HPE Innovation Hub
2020-03-26,Taxi,2250,46,GreenLake Shores - Ezmeral Valley
2020-03-27,Metro,4913,59,Alletra City - Aruba Central
2020-03-28,Bicicleta,1022,58,Alletra City - Composable Cloud
2020-03-29,Tranvía,484,26,ProLiant Village - HPE Innovation Hub
2020-03-30,Tranvía,2275,28,GreenLake Shores - Ezmeral Valley
2020-03-31,Taxi,3216,21,Alletra City - Composable Cloud
2020-04-01,Autobús,2262,13,Alletra City - GreenLake Shores
2020-04-02,Bicicleta,1309,12,Ezmeral Valley - GreenLake Shores
2020-04-03,Tranvía,1808,16,HPE Innovation Hub - ProLiant Village
2020-04-04,Coche Compartido,2209,54,Simplivity Springs - HPE Innovation Hub
2020-04-05,Taxi,1906,11,Aruba Central - GreenLake Shores
2020-04-06,Autobús,2652,44,Apollo Heights - Nimble Peak
2020-04-07,Metro,2136,51,ProLiant Village - Nimble Peak
2020-04-08,Tranvía,1926,33,Nimble Peak - Apollo Heights
2020-04-09,Taxi,2716,35,Composable Cloud - Apollo Heights
2020-04-10,Coche Compartido,1814,44,Aruba Central - HPE Innovation Hub
2020-04-11,Tranvía,1546,40,ProLiant Village - Apollo Heights
2020-04-12,Metro,1767,47,Composable Cloud - Simplivity Springs
2020-04-13,Bicicleta,1063,11,Aruba Central - Composable Cloud
2020-04-14,Metro,2925,59,Apollo Heights - Simplivity Springs
2020-04-15,Tranvía,3665,15,Apollo Heights - Ezmeral Valley
2020-04-16,Bicicleta,4609,11,GreenLake Shores - Composable Cloud
2020-04-17,Metro,2539,54,Nimble Peak - HPE Innovation Hub
2020-04-18,Autobús,793,30,Ezmeral Valley - Alletra City
2020-04-19,Tranvía,990,13,Ezmeral Valley - Composable Cloud
2020-04-20,Tranvía,1791,27,Apollo Heights - Simplivity Springs
2020-04-21,Bicicleta,910,34,GreenLake Shores - Nimble Peak
2020-04-22,Metro,4766,23,Apollo Heights - Composable Cloud
2020-04-23,Coche Compartido,1364,30,Nimble Peak - Composable Cloud
2020-04-24,Tranvía,2905,48,ProLiant Village - Simplivity Springs
2020-04-25,Bicicleta,1705,50,Alletra City - HPE Innovation Hub
2020-04-26,Tranvía,2663,42,Apollo Heights - HPE Innovation Hub
2020-04-27,Coche Compartido,1301,25,GreenLake Shores - Ezmeral Valley
2020-04-28,Autobús,5362,25,Composable Cloud - Ezmeral Valley
2020-04-29,Coche Compartido,3690,56,Composable Cloud - HPE Innovation Hub
2020-04-30,Coche Compartido,3294,48,ProLiant Village - HPE Innovation Hub
2020-05-01,Bicicleta,3992,32,Simplivity Springs - Nimble Peak
2020-05-02,Tranvía,1330,49,Apollo Heights - Aruba Central
2020-05-03,Taxi,1291,40,GreenLake Shores - Ezmeral Valley
2020-05-04,Tranvía,2885,19,Apollo Heights - Ezmeral Valley
2020-05-05,Metro,1323,36,Alletra City - Apollo Heights
2020-05-06,Bicicleta,3759,45,Alletra City - GreenLake Shores
2020-05-07,Bicicleta,4463,28,Alletra City - Ezmeral Valley
2020-05-08,Coche Compartido,1558,55,Simplivity Springs - Aruba Central
2020-05-09,Bicicleta,669,53,ProLiant Village - Composable Cloud
2020-05-10,Coche Compartido,1931,51,ProLiant Village - HPE Innovation Hub
2020-05-11,Taxi,1872,34,Composable Cloud - GreenLake Shores
2020-05-12,Tranvía,2914,11,Apollo Heights - Simplivity Springs
2020-05-13,Coche Compartido,4814,49,Aruba Central - Apollo Heights
2020-05-14,Taxi,1163,11,Nimble Peak - Ezmeral Valley
2020-05-15,Autobús,2566,26,Simplivity Springs - ProLiant Village
2020-05-16,Coche Compartido,556,14,Apollo Heights - Alletra City
2020-05-17,Metro,1399,24,Simplivity Springs - GreenLake Shores
2020-05-18,Coche Compartido,2524,20,Alletra City - Apollo Heights
2020-05-19,Bicicleta,1194,43,HPE Innovation Hub - Nimble Peak
2020-05-20,Metro,4798,30,Alletra City - HPE Innovation Hub
2020-05-21,Taxi,4309,29,Aruba Central - Nimble Peak
2020-05-22,Metro,3813,19,Aruba Central - Nimble Peak
2020-05-23,Bicicleta,1517,14,Alletra City - Aruba Central
2020-05-24,Metro,2060,18,ProLiant Village - Simplivity Springs
2020-05-25,Coche Compartido,3150,41,Alletra City - HPE Innovation Hub
2020-05-26,Coche Compartido,1363,54,HPE Innovation Hub - Simplivity Springs
2020-05-27,Bicicleta,2725,28,ProLiant Village - GreenLake Shores
2020-05-28,Taxi,2499,11,Composable Cloud - GreenLake Shores
2020-05-29,Tranvía,3486,59,GreenLake Shores - Nimble Peak
2020-05-30,Taxi,566,13,GreenLake Shores - Simplivity Springs
2020-05-31,Autobús,2778,55,Alletra City - Aruba Central
2020-06-01,Tranvía,1148,21,GreenLake Shores - Composable Cloud
2020-06-02,Tranvía,3328,55,Simplivity Springs - HPE Innovation Hub
2020-06-03,Metro,1826,60,Nimble Peak - GreenLake Shores
2020-06-04,Autobús,3082,58,ProLiant Village - Simplivity Springs
2020-06-05,Bicicleta,1765,53,HPE Innovation Hub - GreenLake Shores
2020-06-06,Coche Compartido,1805,36,Ezmeral Valley - Simplivity Springs
2020-06-07,Autobús,1359,40,Ezmeral Valley - GreenLake Shores
2020-06-08,Taxi,961,12,Alletra City - Apollo Heights
2020-06-09,Bicicleta,1783,25,Ezmeral Valley - Alletra City
2020-06-10,Autobús,1603,37,Aruba Central - Ezmeral Valley
2020-06-11,Autobús,2860,43,Composable Cloud - Apollo Heights
2020-06-12,Coche Compartido,3526,38,Simplivity Springs - Nimble Peak
2020-06-13,Tranvía,1041,51,Apollo Heights - Aruba Central
2020-06-14,Bicicleta,785,12,Simplivity Springs - Aruba Central
2020-06-15,Autobús,2230,60,Composable Cloud - Simplivity Springs
2020-06-16,Bicicleta,2365,33,HPE Innovation Hub - GreenLake Shores
2020-06-17,Taxi,1344,13,Ezmeral Valley - Apollo Heights
2020-06-18,Coche Compartido,5158,17,ProLiant Village - HPE Innovation Hub
2020-06-19,Taxi,3833,28,Nimble Peak - Composable Cloud
2020-06-20,Metro,1721,20,Ezmeral Valley - Apollo Heights
2020-06-21,Bicicleta,1788,50,Nimble Peak - HPE Innovation Hub
2020-06-22,Taxi,807,52,Ezmeral Valley - Aruba Central
2020-06-23,Taxi,4921,25,GreenLake Shores - Apollo Heights
2020-06-24,Autobús,3327,48,Nimble Peak - Apollo Heights
2020-06-25,Tranvía,5728,43,HPE Innovation Hub - Alletra City
2020-06-26,Tranvía,1102,31,ProLiant Village - Alletra City
2020-06-27,Autobús,1571,52,ProLiant Village - Apollo Heights
2020-06-28,Tranvía,2480,51,ProLiant Village - GreenLake Shores
2020-06-29,Taxi,4964,34,Nimble Peak - Apollo Heights
2020-06-30,Autobús,2313,37,Simplivity Springs - Alletra City
2020-07-01,Autobús,1288,18,GreenLake Shores - ProLiant Village
2020-07-02,Taxi,4159,21,Nimble Peak - Composable Cloud
2020-07-03,Metro,3599,10,Composable Cloud - GreenLake Shores
2020-07-04,Taxi,1982,21,GreenLake Shores - Nimble Peak
2020-07-05,Coche Compartido,2174,27,GreenLake Shores - Nimble Peak
2020-07-06,Taxi,5959,44,Composable Cloud - Ezmeral Valley
2020-07-07,Taxi,4809,52,Nimble Peak - Apollo Heights
2020-07-08,Metro,5095,10,Nimble Peak - HPE Innovation Hub
2020-07-09,Taxi,1986,35,Simplivity Springs - Aruba Central
2020-07-10,Autobús,2988,15,Simplivity Springs - Apollo Heights
2020-07-11,Metro,470,19,Aruba Central - Nimble Peak
2020-07-12,Coche Compartido,2237,46,Ezmeral Valley - Alletra City
2020-07-13,Metro,3953,41,ProLiant Village - Nimble Peak
2020-07-14,Tranvía,3681,28,ProLiant Village - GreenLake Shores
2020-07-15,Autobús,1331,33,Alletra City - Ezmeral Valley
2020-07-16,Bicicleta,1006,32,Apollo Heights - Composable Cloud
2020-07-17,Taxi,1438,37,Simplivity Springs - HPE Innovation Hub
2020-07-18,Metro,2050,41,ProLiant Village - Alletra City
2020-07-19,Bicicleta,774,18,Ezmeral Valley - HPE Innovation Hub
2020-07-20,Coche Compartido,913,19,ProLiant Village - Alletra City
2020-07-21,Autobús,2229,50,Apollo Heights - Nimble Peak
2020-07-22,Metro,702,11,HPE Innovation Hub - Composable Cloud
2020-07-23,Coche Compartido,4095,21,Alletra City - ProLiant Village
2020-07-24,Autobús,1219,56,Composable Cloud - Simplivity Springs
2020-07-25,Autobús,1472,27,Aruba Central - Nimble Peak
2020-07-26,Coche Compartido,3318,22,Apollo Heights - Nimble Peak
2020-07-27,Coche Compartido,1829,21,Aruba Central - Nimble Peak
2020-07-28,Tranvía,1245,46,Aruba Central - HPE Innovation Hub
2020-07-29,Tranvía,4906,59,Aruba Central - Nimble Peak
2020-07-30,Tranvía,1247,60,GreenLake Shores - HPE Innovation Hub
2020-07-31,Tranvía,3329,16,Simplivity Springs - Alletra City
2020-08-01,Autobús,1344,43,ProLiant Village - Composable Cloud
2020-08-02,Taxi,558,56,Simplivity Springs - Composable Cloud
2020-08-03,Tranvía,1651,18,Ezmeral Valley - Nimble Peak
2020-08-04,Autobús,835,43,GreenLake Shores - Composable Cloud
2020-08-05,Taxi,2470,52,Apollo Heights - Ezmeral Valley
2020-08-06,Autobús,1866,20,Aruba Central - HPE Innovation Hub
2020-08-07,Coche Compartido,1922,42,Apollo Heights - Aruba Central
2020-08-08,Autobús,1241,13,Ezmeral Valley - Simplivity Springs
2020-08-09,Autobús,935,20,ProLiant Village - Ezmeral Valley
2020-08-10,Taxi,2455,46,Simplivity Springs - Composable Cloud
2020-08-11,Coche Compartido,2459,57,Simplivity Springs - ProLiant Village
2020-08-12,Taxi,2112,35,Apollo Heights - Alletra City
2020-08-13,Bicicleta,1261,57,Aruba Central - Ezmeral Valley
2020-08-14,Coche Compartido,5051,38,Composable Cloud - HPE Innovation Hub
2020-08-15,Bicicleta,1408,44,Aruba Central - HPE Innovation Hub
2020-08-16,Coche Compartido,633,54,ProLiant Village - Alletra City
2020-08-17,Tranvía,3101,19,ProLiant Village - Aruba Central
2020-08-18,Taxi,1147,14,ProLiant Village - Composable Cloud
2020-08-19,Autobús,2200,14,ProLiant Village - Alletra City
2020-08-20,Coche Compartido,4828,51,Alletra City - ProLiant Village
2020-08-21,Coche Compartido,3839,29,GreenLake Shores - ProLiant Village
2020-08-22,Autobús,1031,53,GreenLake Shores - Aruba Central
2020-08-23,Bicicleta,1016,46,HPE Innovation Hub - Alletra City
2020-08-24,Metro,2360,18,Alletra City - Composable Cloud
2020-08-25,Taxi,2143,58,Ezmeral Valley - Composable Cloud
2020-08-26,Metro,2863,40,Simplivity Springs - Aruba Central
2020-08-27,Bicicleta,4436,57,ProLiant Village - Aruba Central
2020-08-28,Coche Compartido,1464,14,Nimble Peak - Composable Cloud
2020-08-29,Bicicleta,1865,44,Ezmeral Valley - Simplivity Springs
2020-08-30,Bicicleta,1900,25,Apollo Heights - ProLiant Village
2020-08-31,Metro,947,29,Simplivity Springs - Composable Cloud
2020-09-01,Taxi,3500,17,Nimble Peak - ProLiant Village
2020-09-02,Autobús,1078,19,HPE Innovation Hub - GreenLake Shores
2020-09-03,Autobús,2577,33,ProLiant Village - GreenLake Shores
2020-09-04,Metro,1405,10,Aruba Central - Composable Cloud
2020-09-05,Taxi,757,58,Nimble Peak - Apollo Heights
2020-09-06,Bicicleta,608,38,ProLiant Village - Composable Cloud
2020-09-07,Taxi,3492,38,Simplivity Springs - Alletra City
2020-09-08,Autobús,1270,52,Apollo Heights - Composable Cloud
2020-09-09,Taxi,2779,52,Ezmeral Valley - Aruba Central
2020-09-10,Tranvía,1946,53,Apollo Heights - Ezmeral Valley
2020-09-11,Autobús,3568,59,Alletra City - Nimble Peak
2020-09-12,Coche Compartido,298,22,Apollo Heights - Simplivity Springs
2020-09-13,Taxi,1069,44,Alletra City - Aruba Central
2020-09-14,Autobús,1503,48,ProLiant Village - Aruba Central
2020-09-15,Bicicleta,2377,51,Nimble Peak - Simplivity Springs
2020-09-16,Taxi,3301,12,Simplivity Springs - Composable Cloud
2020-09-17,Autobús,1570,60,Simplivity Springs - ProLiant Village
2020-09-18,Coche Compartido,4416,28,Nimble Peak - ProLiant Village
2020-09-19,Coche Compartido,451,20,Nimble Peak - Apollo Heights
2020-09-20,Autobús,2370,59,Ezmeral Valley - Alletra City
2020-09-21,Coche Compartido,2350,15,Ezmeral Valley - Composable Cloud
2020-09-22,Metro,2508,37,Apollo Heights - Composable Cloud
2020-09-23,Bicicleta,3950,28,GreenLake Shores - Simplivity Springs
2020-09-24,Bicicleta,4425,35,Apollo Heights - Aruba Central
2020-09-25,Bicicleta,4955,37,Simplivity Springs - GreenLake Shores
2020-09-26,Autobús,1404,25,Composable Cloud - Nimble Peak
2020-09-27,Autobús,1014,48,ProLiant Village - Ezmeral Valley
2020-09-28,Bicicleta,2567,35,Aruba Central - ProLiant Village
2020-09-29,Coche Compartido,1086,43,Nimble Peak - ProLiant Village
2020-09-30,Tranvía,1898,37,Nimble Peak - Ezmeral Valley
2020-10-01,Taxi,4091,45,Simplivity Springs - Nimble Peak
2020-10-02,Metro,1500,20,Ezmeral Valley - ProLiant Village
2020-10-03,Metro,660,28,HPE Innovation Hub - Ezmeral Valley
2020-10-04,Metro,2563,16,Alletra City - Ezmeral Valley
2020-10-05,Metro,1466,54,Composable Cloud - Aruba Central
2020-10-06,Bicicleta,3582,17,Aruba Central - GreenLake Shores
2020-10-07,Coche Compartido,1397,16,Simplivity Springs - Nimble Peak
2020-10-08,Metro,2474,38,HPE Innovation Hub - Aruba Central
2020-10-09,Taxi,1711,23,Aruba Central - GreenLake Shores
2020-10-10,Bicicleta,1526,23,ProLiant Village - Simplivity Springs
2020-10-11,Taxi,604,42,ProLiant Village - Aruba Central
2020-10-12,Bicicleta,4026,21,GreenLake Shores - HPE Innovation Hub
2020-10-13,Taxi,600,59,Ezmeral Valley - Apollo Heights
2020-10-14,Bicicleta,2053,49,Aruba Central - Alletra City
2020-10-15,Bicicleta,734,21,Alletra City - Nimble Peak
2020-10-16,Taxi,4350,52,Ezmeral Valley - Nimble Peak
2020-10-17,Bicicleta,545,13,Ezmeral Valley - HPE Innovation Hub
2020-10-18,Metro,1153,57,Simplivity Springs - GreenLake Shores
2020-10-19,Taxi,2849,16,ProLiant Village - Apollo Heights
2020-10-20,Taxi,3259,40,Aruba Central - Ezmeral Valley
2020-10-21,Bicicleta,1219,25,ProLiant Village - Apollo Heights
2020-10-22,Metro,563,22,Composable Cloud - Ezmeral Valley
2020-10-23,Metro,2936,38,Apollo Heights - Composable Cloud
2020-10-24,Taxi,2038,30,GreenLake Shores - ProLiant Village
2020-10-25,Autobús,1724,56,Alletra City - Ezmeral Valley
2020-10-26,Autobús,5446,35,Composable Cloud - Apollo Heights
2020-10-27,Taxi,1673,48,HPE Innovation Hub - Nimble Peak
2020-10-28,Metro,5309,47,ProLiant Village - Simplivity Springs
2020-10-29,Taxi,1537,40,Alletra City - HPE Innovation Hub
2020-10-30,Taxi,2817,36,Aruba Central - Apollo Heights
2020-10-31,Tranvía,897,48,Ezmeral Valley - ProLiant Village
2020-11-01,Bicicleta,1593,54,Aruba Central - Apollo Heights
2020-11-02,Coche Compartido,2362,42,Apollo Heights - Simplivity Springs
2020-11-03,Metro,2877,39,Aruba Central - HPE Innovation Hub
2020-11-04,Tranvía,5490,38,ProLiant Village - Simplivity Springs
2020-11-05,Tranvía,2149,43,HPE Innovation Hub - Aruba Central
2020-11-06,Tranvía,3083,45,GreenLake Shores - ProLiant Village
2020-11-07,Taxi,707,24,Ezmeral Valley - HPE Innovation Hub
2020-11-08,Metro,1115,26,Aruba Central - Simplivity Springs
2020-11-09,Autobús,4008,24,Simplivity Springs - Alletra City
2020-11-10,Taxi,2437,38,Nimble Peak - Alletra City
2020-11-11,Autobús,1950,33,Nimble Peak - HPE Innovation Hub
2020-11-12,Tranvía,3174,22,GreenLake Shores - Aruba Central
2020-11-13,Autobús,1878,51,Ezmeral Valley - Aruba Central
2020-11-14,Bicicleta,1029,25,Apollo Heights - Simplivity Springs
2020-11-15,Taxi,1460,38,Apollo Heights - Aruba Central
2020-11-16,Tranvía,2519,12,GreenLake Shores - Apollo Heights
2020-11-17,Coche Compartido,5010,39,GreenLake Shores - HPE Innovation Hub
2020-11-18,Tranvía,2549,20,Aruba Central - Apollo Heights
2020-11-19,Autobús,2731,43,Aruba Central - Alletra City
2020-11-20,Bicicleta,1091,56,Composable Cloud - Alletra City
2020-11-21,Metro,2279,25,ProLiant Village - Composable Cloud
2020-11-22,Autobús,374,53,GreenLake Shores - ProLiant Village
2020-11-23,Metro,1256,18,Simplivity Springs - Alletra City
2020-11-24,Bicicleta,3060,52,Ezmeral Valley - HPE Innovation Hub
2020-11-25,Coche Compartido,1431,30,Nimble Peak - ProLiant Village
2020-11-26,Metro,1580,58,Simplivity Springs - HPE Innovation Hub
2020-11-27,Autobús,1067,39,Alletra City - GreenLake Shores
2020-11-28,Autobús,2492,11,Alletra City - Composable Cloud
2020-11-29,Bicicleta,828,26,Alletra City - Composable Cloud
2020-11-30,Autobús,2197,34,GreenLake Shores - Alletra City
2020-12-01,Bicicleta,3630,25,Alletra City - GreenLake Shores
2020-12-02,Metro,953,54,Aruba Central - HPE Innovation Hub
2020-12-03,Tranvía,3962,25,Nimble Peak - Composable Cloud
2020-12-04,Autobús,1721,53,GreenLake Shores - Ezmeral Valley
2020-12-05,Tranvía,1912,60,HPE Innovation Hub - Simplivity Springs
2020-12-06,Tranvía,1474,52,Simplivity Springs - Alletra City
2020-12-07,Tranvía,1970,12,Simplivity Springs - GreenLake Shores
2020-12-08,Autobús,2440,22,Nimble Peak - HPE Innovation Hub
2020-12-09,Coche Compartido,1335,17,Alletra City - HPE Innovation Hub
2020-12-10,Bicicleta,820,12,Aruba Central - Simplivity Springs
2020-12-11,Autobús,1180,11,Alletra City - Simplivity Springs
2020-12-12,Autobús,1823,57,Nimble Peak - Composable Cloud
2020-12-13,Coche Compartido,2740,29,HPE Innovation Hub - Nimble Peak
2020-12-14,Taxi,2510,52,Aruba Central - Ezmeral Valley
2020-12-15,Taxi,3105,34,HPE Innovation Hub - Ezmeral Valley
2020-12-16,Bicicleta,4075,23,Simplivity Springs - Aruba Central
2020-12-17,Bicicleta,1672,53,Apollo Heights - GreenLake Shores
2020-12-18,Bicicleta,1460,12,Alletra City - Apollo Heights
2020-12-19,Autobús,1108,19,Ezmeral Valley - Apollo Heights
2020-12-20,Coche Compartido,1893,19,Ezmeral Valley - Composable Cloud
2020-12-21,Metro,2460,24,Alletra City - Simplivity Springs
2020-12-22,Bicicleta,2997,23,GreenLake Shores - Nimble Peak
2020-12-23,Bicicleta,3763,43,Composable Cloud - Aruba Central
2020-12-24,Taxi,1105,26,Simplivity Springs - Aruba Central
2020-12-25,Taxi,3954,10,Alletra City - Ezmeral Valley
2020-12-26,Taxi,2992,18,Composable Cloud - Apollo Heights
2020-12-27,Bicicleta,2061,55,Simplivity Springs - GreenLake Shores
2020-12-28,Coche Compartido,1936,28,Simplivity Springs - Nimble Peak
2020-12-29,Bicicleta,4683,48,Apollo Heights - Nimble Peak
2020-12-30,Taxi,3829,44,Aruba Central - Nimble Peak
2020-12-31,Autobús,1795,45,Nimble Peak - Apollo Heights
2021-01-01,Metro,1704,15,Simplivity Springs - Composable Cloud
2021-01-02,Autobús,645,55,Aruba Central - Composable Cloud
2021-01-03,Tranvía,802,33,HPE Innovation Hub - Simplivity Springs
2021-01-04,Metro,1783,43,HPE Innovation Hub - Aruba Central
2021-01-05,Coche Compartido,1655,12,Aruba Central - ProLiant Village
2021-01-06,Tranvía,1206,36,Nimble Peak - GreenLake Shores
2021-01-07,Autobús,2061,18,Alletra City - Apollo Heights
2021-01-08,Autobús,1686,28,Alletra City - Simplivity Springs
2021-01-09,Autobús,3075,22,HPE Innovation Hub - Alletra City
2021-01-10,Metro,2692,49,HPE Innovation Hub - Composable Cloud
2021-01-11,Autobús,2625,16,Alletra City - Nimble Peak
2021-01-12,Autobús,3068,52,Alletra City - HPE Innovation Hub
2021-01-13,Taxi,2269,17,Simplivity Springs - HPE Innovation Hub
2021-01-14,Tranvía,1039,46,GreenLake Shores - Composable Cloud
2021-01-15,Autobús,3601,53,HPE Innovation Hub - Alletra City
2021-01-16,Taxi,649,44,Nimble Peak - Ezmeral Valley
2021-01-17,Autobús,2223,48,Alletra City - HPE Innovation Hub
2021-01-18,Bicicleta,3364,48,GreenLake Shores - Apollo Heights
2021-01-19,Metro,1116,52,ProLiant Village - HPE Innovation Hub
2021-01-20,Coche Compartido,2763,36,Nimble Peak - Alletra City
2021-01-21,Tranvía,3942,54,Nimble Peak - GreenLake Shores
2021-01-22,Autobús,1486,29,Simplivity Springs - Composable Cloud
2021-01-23,Tranvía,2917,19,ProLiant Village - GreenLake Shores
2021-01-24,Tranvía,1033,17,HPE Innovation Hub - Ezmeral Valley
2021-01-25,Coche Compartido,3503,24,ProLiant Village - Ezmeral Valley
2021-01-26,Bicicleta,2969,37,ProLiant Village - GreenLake Shores
2021-01-27,Taxi,2814,50,Aruba Central - HPE Innovation Hub
2021-01-28,Autobús,1598,14,Apollo Heights - GreenLake Shores
2021-01-29,Taxi,2743,34,HPE Innovation Hub - Composable Cloud
2021-01-30,Bicicleta,712,52,Composable Cloud - Nimble Peak
2021-01-31,Metro,1923,47,Apollo Heights - Aruba Central
2021-02-01,Autobús,1297,38,Nimble Peak - ProLiant Village
2021-02-02,Taxi,3564,43,HPE Innovation Hub - GreenLake Shores
2021-02-03,Metro,893,46,GreenLake Shores - ProLiant Village
2021-02-04,Bicicleta,990,31,Composable Cloud - Alletra City
2021-02-05,Tranvía,1785,25,Composable Cloud - Alletra City
2021-02-06,Tranvía,653,10,Aruba Central - Apollo Heights
2021-02-07,Tranvía,1595,58,ProLiant Village - Alletra City
2021-02-08,Coche Compartido,1558,53,Alletra City - Nimble Peak
2021-02-09,Taxi,5438,42,HPE Innovation Hub - Composable Cloud
2021-02-10,Bicicleta,788,53,Alletra City - Composable Cloud
2021-02-11,Tranvía,3697,13,Nimble Peak - GreenLake Shores
2021-02-12,Bicicleta,2225,17,Simplivity Springs - GreenLake Shores
2021-02-13,Coche Compartido,619,37,HPE Innovation Hub - GreenLake Shores
2021-02-14,Coche Compartido,1031,30,Nimble Peak - Simplivity Springs
2021-02-15,Bicicleta,2653,60,Composable Cloud - Apollo Heights
2021-02-16,Autobús,3481,54,Alletra City - Nimble Peak
2021-02-17,Bicicleta,841,16,Aruba Central - Nimble Peak
2021-02-18,Metro,4708,43,Aruba Central - Nimble Peak
2021-02-19,Taxi,1425,19,HPE Innovation Hub - Composable Cloud
2021-02-20,Coche Compartido,1913,51,Ezmeral Valley - Nimble Peak
2021-02-21,Tranvía,1915,27,Aruba Central - ProLiant Village
2021-02-22,Bicicleta,3106,23,Alletra City - ProLiant Village
2021-02-23,Tranvía,3314,48,Nimble Peak - Aruba Central
2021-02-24,Taxi,667,35,Nimble Peak - HPE Innovation Hub
2021-02-25,Bicicleta,3529,21,Aruba Central - HPE Innovation Hub
2021-02-26,Autobús,1984,16,Alletra City - HPE Innovation Hub
2021-02-27,Metro,1405,29,Aruba Central - Simplivity Springs
2021-02-28,Autobús,518,50,Nimble Peak - Simplivity Springs
2021-03-01,Bicicleta,4974,35,Composable Cloud - Apollo Heights
2021-03-02,Taxi,1082,53,HPE Innovation Hub - Ezmeral Valley
2021-03-03,Taxi,1182,10,HPE Innovation Hub - Nimble Peak
2021-03-04,Taxi,2706,15,HPE Innovation Hub - Ezmeral Valley
2021-03-05,Metro,1204,49,Composable Cloud - Apollo Heights
2021-03-06,Autobús,1215,40,Simplivity Springs - HPE Innovation Hub
2021-03-07,Coche Compartido,1057,47,GreenLake Shores - Ezmeral Valley
2021-03-08,Tranvía,4454,43,Alletra City - HPE Innovation Hub
2021-03-09,Tranvía,3747,44,Simplivity Springs - ProLiant Village
2021-03-10,Autobús,4524,35,GreenLake Shores - Simplivity Springs
2021-03-11,Tranvía,3188,11,Aruba Central - Nimble Peak
2021-03-12,Tranvía,4390,19,HPE Innovation Hub - Nimble Peak
2021-03-13,Bicicleta,2647,42,Apollo Heights - Composable Cloud
2021-03-14,Taxi,2529,58,GreenLake Shores - Nimble Peak
2021-03-15,Bicicleta,4937,47,Composable Cloud - Simplivity Springs
2021-03-16,Metro,992,41,Ezmeral Valley - Aruba Central
2021-03-17,Coche Compartido,1820,59,HPE Innovation Hub - Apollo Heights
